"id_bu","sexo","edad","eval_gob_1","percepcion_2","percepcion_3","percepcion_4","percepcion_5","percepcion_6","democracia_21","confianza_6_d","confianza_6_i","confianza_6_k","confianza_6_o","confianza_6_p","confianza_i","clase_3","clase_4"
"1316-93","1",40,2,3,2,2,3,3,1,4,3,4,4,4,1.2,2,3
"1317-93","1",21,1,2,1,1,4,2,2,3,3,3,3,3,2,3,4
"1319-93","1",28,1,3,1,2,4,3,3,2,3,3,3,3,2.2,2,3
"132-93","2",18,1,2,2,2,3,3,1,4,4,4,4,4,1,2,3
"1320-93","2",19,1,3,1,1,3,4,2,3,3,3,1,2,2.6,2,2
"1321-93","1",87,1,3,1,2,3,3,3,4,4,4,1,1,2.2,2,3
"1322-93","2",57,3,5,3,3,3,3,3,3,2,4,3,4,1.8,1,1
"1323-93","1",69,1,2,1,1,3,4,2,4,4,4,4,4,1,3,2
"1324-93","2",47,1,2,1,2,3,3,2,3,4,4,3,3,1.6,3,4
"1326-93","2",54,3,4,2,3,3,3,3,2,2,2,3,3,2.6,2,3
"1327-93","2",30,3,3,3,3,5,4,3,3,2,4,1,4,2.2,1,1
"1328-93","1",23,1,3,2,2,3,3,1,3,3,3,3,3,2,2,3
"1329-93","2",24,1,3,1,1,3,2,1,1,4,4,3,3,2,3,4
"133-93","2",25,1,3,3,2,3,4,1,3,3,3,2,3,2.2,1,1
"1330-93","2",73,1,2,3,1,3,4,3,4,4,4,3,3,1.4,1,2
"1331-93","1",38,3,4,2,2,3,3,1,3,3,3,3,3,2,2,3
"1332-93","2",46,1,2,1,1,4,5,2,2,4,2,2,2,2.6,1,2
"1334-93","2",65,3,3,2,3,2,4,2,4,2,4,2,4,1.8,2,3
"1335-93","2",72,3,2,3,3,3,3,1,4,4,4,4,4,1,1,3
"1336-93","2",48,3,3,2,3,3,3,3,3,2,3,3,3,2.2,2,3
"1337-93","2",52,1,3,1,2,2,3,2,2,4,2,1,2,2.8,2,3
"1338-93","1",47,1,3,2,2,3,3,1,3,4,3,3,3,1.8,2,3
"1339-93","2",62,3,3,2,2,3,3,3,4,3,3,3,3,1.8,2,3
"134-93","2",36,1,2,2,2,3,4,1,4,3,4,4,4,1.2,2,3
"1340-93","2",50,1,2,1,1,2,2,2,2,4,2,2,2,2.6,3,4
"1341-93","2",30,3,3,2,2,3,4,3,4,4,4,2,4,1.4,2,3
"1342-93","1",67,1,1,2,1,2,3,1,3,4,3,3,3,1.8,3,4
"1343-93","2",41,3,5,3,3,4,4,2,4,4,4,4,4,1,1,1
"1345-93","1",48,3,4,3,3,4,3,3,3,1,2,1,3,3,1,1
"1346-93","1",20,3,3,2,2,3,3,1,4,4,2,2,4,1.8,2,3
"1347-93","2",64,1,1,1,1,2,2,2,4,4,4,3,4,1.2,3,4
"1348-93","1",62,1,3,2,2,3,3,1,4,4,4,2,4,1.4,2,3
"1349-93","2",77,1,3,2,2,2,3,1,4,4,4,4,4,1,2,3
"135-93","2",25,1,2,2,2,4,4,1,3,4,3,3,3,1.8,2,3
"1351-93","2",27,1,1,1,1,4,3,1,4,4,4,4,4,1,3,4
"1352-93","1",75,2,2,2,1,3,4,1,4,3,4,3,3,1.6,2,3
"1354-93","2",30,1,3,3,2,4,4,1,3,3,3,3,3,2,1,1
"1355-93","2",62,1,3,1,2,2,3,1,4,4,4,4,3,1.2,2,3
"1356-93","1",61,1,2,2,2,3,3,3,3,3,3,2,4,2,2,3
"1357-93","2",57,1,2,1,1,3,2,2,4,4,4,2,3,1.6,3,4
"1358-93","1",54,3,2,2,2,3,5,3,4,2,4,4,3,1.6,1,2
"1359-93","2",74,1,1,2,2,2,2,1,4,4,4,3,4,1.2,3,4
"136-93","2",63,3,4,3,3,4,4,2,2,3,3,2,3,2.4,1,1
"1360-93","1",40,1,2,3,2,4,4,3,4,4,4,2,4,1.4,1,2
"1361-93","2",64,1,1,1,2,3,3,2,4,4,4,4,4,1,3,4
"1362-93","1",55,3,1,2,2,4,4,3,4,3,4,4,4,1.2,2,3
"1363-93","2",66,1,2,1,2,4,4,3,4,4,1,4,4,1.6,3,2
"1364-93","2",59,1,2,3,2,3,4,2,3,4,4,4,3,1.4,1,2
"1365-93","1",28,3,4,3,2,4,3,2,4,4,4,4,4,1,1,1
"1366-93","2",52,1,3,2,1,3,3,2,4,4,4,4,4,1,2,3
"1367-93","2",72,3,3,3,2,3,3,3,3,3,3,3,3,2,1,1
"1368-93","1",53,1,3,1,1,3,3,1,3,3,3,3,3,2,2,3
"1369-93","2",58,1,3,2,1,3,3,1,4,4,3,3,4,1.4,2,3
"137-93","2",72,1,2,2,2,2,4,1,3,4,3,3,4,1.6,3,2
"1371-93","2",83,1,3,1,2,3,3,2,4,4,4,4,1,1.6,2,3
"1372-93","2",55,1,2,1,1,3,4,3,4,4,4,4,4,1,3,2
"1374-93","2",62,3,3,3,3,3,4,1,4,4,4,4,4,1,1,1
"1375-93","2",45,1,2,2,1,3,3,3,3,3,3,3,3,2,2,3
"1377-93","2",56,3,3,2,2,4,3,3,4,2,3,3,4,1.8,2,3
"1378-93","1",37,3,4,3,3,4,5,3,3,2,3,2,3,2.4,1,1
"138-93","2",40,1,2,2,2,2,3,1,4,4,4,3,3,1.4,2,3
"1380-93","1",45,1,3,2,1,4,3,3,3,3,3,3,3,2,2,3
"1381-93","2",39,1,3,2,2,3,3,1,3,3,3,2,3,2.2,2,3
"1382-93","2",43,1,3,1,2,3,4,1,4,4,3,3,3,1.6,2,2
"1383-93","2",70,1,3,1,2,4,3,1,4,4,4,4,3,1.2,2,3
"1384-93","2",46,1,2,2,2,3,4,2,2,3,3,3,3,2.2,2,3
"1385-93","2",53,1,1,1,2,3,3,1,4,4,4,4,3,1.2,3,4
"1386-93","2",56,1,1,2,1,3,3,1,4,4,3,4,3,1.4,2,3
"1387-93","2",64,1,2,1,1,3,3,1,3,3,3,3,3,2,3,4
"1389-93","2",28,3,4,2,2,4,3,3,3,3,4,3,3,1.8,2,3
"1390-93","1",18,1,2,1,1,4,4,2,4,4,4,4,4,1,3,2
"1391-93","2",73,3,3,3,3,4,4,1,3,2,4,3,4,1.8,1,1
"1392-93","1",44,1,3,2,2,4,3,3,4,4,3,3,4,1.4,2,3
"1393-93","2",67,2,3,2,2,3,4,1,4,4,4,3,4,1.2,2,3
"1394-93","2",62,1,2,1,1,3,3,1,4,4,4,3,4,1.2,3,4
"1395-93","2",57,1,1,3,1,3,5,3,3,4,4,1,3,2,1,2
"1396-93","2",52,1,5,2,2,4,5,1,4,4,4,3,4,1.2,1,1
"1397-93","2",55,3,3,3,2,4,4,3,4,4,4,4,4,1,1,1
"1398-93","2",71,1,2,2,2,2,3,3,3,3,3,3,4,1.8,2,3
"1399-93","2",32,1,3,1,1,3,4,2,4,4,4,2,4,1.4,2,2
"140-93","2",78,1,2,1,2,3,3,1,4,4,4,4,3,1.2,3,4
"1400-93","2",35,2,2,1,1,4,3,1,4,4,4,2,3,1.6,2,3
"1401-93","2",59,1,2,2,1,3,3,3,3,4,3,3,3,1.8,2,3
"1402-93","2",50,1,3,1,2,3,3,1,3,3,3,3,3,2,2,3
"1403-93","1",46,1,2,1,2,4,4,3,3,3,3,3,3,2,3,2
"1404-93","1",48,1,2,3,1,1,3,3,2,4,3,2,1,2.6,3,4
"1405-93","2",56,1,1,1,1,4,3,2,4,4,4,3,3,1.4,3,4
"1406-93","2",60,1,1,1,1,2,3,1,4,3,4,2,3,1.8,3,4
"1407-93","2",31,1,2,2,2,3,4,3,3,3,3,3,3,2,2,3
"1408-93","2",22,1,3,2,3,4,2,1,2,3,2,3,3,2.4,2,3
"1409-93","1",29,1,3,2,1,3,5,1,3,3,3,3,3,2,1,1
"141-93","2",45,1,2,1,2,3,4,1,3,3,4,3,3,1.8,3,2
"1411-93","2",54,1,2,2,1,4,3,3,3,3,3,3,3,2,2,3
"1413-93","2",31,1,2,2,1,3,4,3,3,3,3,3,2,2.2,2,3
"1414-93","2",58,1,3,1,1,3,5,1,3,3,3,2,3,2.2,1,2
"1415-93","2",37,1,3,3,3,5,5,2,3,3,3,1,3,2.4,1,1
"1416-93","1",32,1,2,1,2,2,4,1,3,4,3,3,3,1.8,3,2
"1417-93","2",76,1,2,1,1,3,2,1,4,4,4,3,4,1.2,3,4
"1418-93","1",36,1,1,3,1,5,3,2,3,3,4,2,4,1.8,1,1
"1419-93","2",36,1,1,1,2,2,3,3,3,3,2,3,2,2.4,3,4
"142-93","2",58,1,3,1,1,2,2,1,4,4,4,4,4,1,3,4
"1420-93","2",35,1,3,2,2,4,3,3,4,4,4,3,4,1.2,2,3
"1421-93","1",44,3,4,2,3,4,3,3,4,3,4,3,4,1.4,2,3
"1422-93","2",61,3,4,2,3,4,3,3,4,2,3,3,3,2,2,3
"1423-93","2",30,3,4,2,3,3,3,3,2,2,3,2,2,2.8,2,3
"1424-93","2",26,3,2,2,3,3,5,3,3,4,3,2,3,2,1,2
"1425-93","1",73,3,2,1,3,3,4,3,2,1,4,3,3,2.4,3,2
"1426-93","2",72,1,1,2,1,3,3,1,3,4,4,3,4,1.4,2,3
"1427-93","1",28,1,3,1,2,3,3,1,3,3,3,4,3,1.8,2,3
"1428-93","1",40,1,2,2,2,3,3,1,3,3,4,4,3,1.6,2,3
"1429-93","2",66,3,2,2,2,2,3,3,4,2,4,4,4,1.4,2,3
"143-93","1",41,1,3,3,2,3,4,1,3,3,3,3,4,1.8,1,1
"1431-93","2",25,1,2,2,2,1,3,1,4,3,4,3,4,1.4,3,4
"1432-93","2",77,1,3,2,1,4,3,2,4,3,4,4,4,1.2,2,3
"1433-93","2",65,2,3,2,2,4,3,1,4,1,3,3,3,2.2,2,3
"1434-93","2",35,1,3,1,2,4,4,2,4,4,4,3,3,1.4,2,2
"1435-93","2",55,3,3,2,1,3,4,1,4,4,3,3,4,1.4,2,3
"1436-93","2",65,1,2,3,2,3,3,2,4,3,4,4,4,1.2,1,3
"1437-93","1",67,3,3,2,3,4,3,3,2,2,2,2,2,3,2,3
"1438-93","1",37,1,2,1,1,3,4,3,3,4,4,4,3,1.4,3,2
"1439-93","2",31,1,1,3,2,2,4,1,3,4,4,3,3,1.6,1,2
"144-93","2",23,1,1,2,2,3,4,1,2,3,3,2,2,2.6,2,3
"1440-93","2",31,1,3,3,2,3,5,1,3,3,3,3,3,2,1,1
"1441-93","2",41,1,2,1,2,3,3,3,4,3,3,2,3,2,3,4
"1442-93","2",67,1,2,1,2,3,3,3,3,4,4,2,4,1.6,3,4
"1443-93","2",39,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3
"1444-93","2",70,1,3,2,2,2,3,3,4,4,4,4,4,1,2,3
"1445-93","2",62,3,3,2,3,5,5,3,2,2,2,2,2,3,1,1
"1446-93","1",60,1,3,2,2,4,3,1,4,3,3,3,3,1.8,2,3
"1447-93","1",60,1,1,2,2,1,2,3,4,4,1,3,4,1.8,3,4
"1448-93","2",55,3,2,2,3,4,3,2,3,4,3,3,4,1.6,2,3
"1449-93","2",29,1,2,2,2,4,4,3,3,3,3,3,3,2,2,3
"145-93","2",49,2,1,2,1,3,1,1,4,3,4,4,3,1.4,3,4
"1451-93","2",77,1,2,1,2,3,3,3,4,4,4,3,4,1.2,3,4
"1453-93","2",35,1,3,2,1,5,5,3,3,3,3,3,3,2,1,1
"1454-93","2",32,1,3,2,2,3,3,1,3,4,3,2,3,2,2,3
"1455-93","1",60,2,3,2,3,3,3,3,4,3,4,3,3,1.6,2,3
"1457-93","1",50,1,2,2,2,3,4,1,3,3,4,3,3,1.8,2,3
"1458-93","1",59,1,3,1,2,4,3,1,3,4,4,4,4,1.2,2,3
"1459-93","1",29,1,1,1,2,5,5,3,4,4,4,4,4,1,1,2
"146-93","1",44,1,2,2,2,2,3,2,3,3,3,1,3,2.4,2,3
"1460-93","2",38,1,3,2,2,3,3,2,4,4,4,3,4,1.2,2,3
"1461-93","1",66,1,2,2,2,4,3,3,3,4,3,3,4,1.6,2,3
"1462-93","1",55,1,2,2,2,3,3,3,3,3,3,3,3,2,2,3
"1463-93","2",49,3,2,2,3,3,3,3,2,2,3,3,2,2.6,2,3
"1464-93","2",44,1,2,1,1,4,4,2,1,4,4,3,3,2,3,2
"1465-93","2",26,1,2,1,2,3,3,3,4,4,4,4,4,1,3,4
"1466-93","1",50,3,3,2,3,4,3,3,3,2,3,2,3,2.4,2,3
"1467-93","1",21,1,2,1,2,3,4,1,1,3,4,3,4,2,3,2
"1468-93","2",60,1,3,3,1,3,3,1,3,3,4,4,4,1.4,1,1
"1469-93","1",49,1,3,2,2,4,3,2,4,3,4,1,3,2,2,3
"147-93","1",36,2,3,2,2,3,4,3,2,3,2,2,3,2.6,2,3
"1470-93","1",74,1,2,1,1,3,3,3,3,3,3,3,4,1.8,3,4
"1471-93","1",73,1,1,1,1,3,3,2,4,4,4,2,4,1.4,3,4
"1472-93","2",68,1,2,3,2,2,5,1,1,3,4,1,3,2.6,1,2
"1473-93","1",63,1,1,1,2,4,3,2,4,4,4,3,4,1.2,3,4
"1475-93","1",50,1,1,3,2,4,3,2,4,4,4,4,4,1,1,2
"1476-93","1",67,1,1,2,1,4,3,3,3,4,2,3,4,1.8,2,3
"1478-93","1",35,1,1,1,1,3,3,1,3,3,3,3,3,2,3,4
"1479-93","1",27,1,2,2,2,4,3,3,4,4,4,3,4,1.2,2,3
"1481-93","2",48,1,2,2,2,3,4,1,3,4,4,3,4,1.4,2,3
"1482-93","1",28,3,3,3,2,3,3,1,2,2,2,2,2,3,1,1
"1483-93","2",41,1,2,2,1,3,3,1,3,4,4,2,3,1.8,2,3
"1485-93","2",37,3,4,2,3,4,4,3,3,2,4,3,3,2,1,1
"1487-93","2",28,1,3,3,2,2,3,3,3,3,3,3,3,2,1,1
"1488-93","1",45,1,3,1,1,3,3,1,3,3,4,4,3,1.6,2,3
"1489-93","2",18,1,3,1,1,3,3,1,3,4,4,3,4,1.4,2,3
"149-93","2",30,1,4,2,3,3,4,2,3,4,4,3,3,1.6,2,1
"1490-93","1",27,1,1,2,1,2,3,2,4,3,4,4,4,1.2,3,4
"1491-93","2",62,2,3,2,3,3,3,3,2,4,2,2,2,2.6,2,3
"1492-93","1",39,1,1,1,1,3,3,3,3,3,3,3,3,2,3,4
"15-93","2",41,1,3,1,1,3,3,1,2,3,2,3,3,2.4,2,3
"150-93","2",57,1,3,2,2,4,3,1,3,3,4,3,3,1.8,2,3
"151-93","2",33,1,2,2,2,2,3,3,3,4,3,3,3,1.8,2,3
"153-93","2",73,2,3,1,3,4,3,3,2,2,4,2,4,2.2,2,3
"155-93","2",42,1,1,1,1,3,3,1,3,4,3,3,3,1.8,3,4
"156-93","1",34,1,1,1,1,3,3,3,3,4,4,3,3,1.6,3,4
"157-93","2",24,3,3,2,2,3,4,3,2,3,3,3,2,2.4,2,3
"158-93","1",35,3,4,3,2,4,4,1,4,4,3,3,3,1.6,1,1
"159-93","1",29,1,3,2,2,3,4,1,3,4,4,2,4,1.6,2,3
"16-93","2",40,1,3,1,2,4,4,2,3,3,3,3,3,2,2,2
"160-93","1",61,1,2,3,2,3,3,2,4,4,4,3,4,1.2,1,3
"161-93","2",64,3,2,3,1,2,5,3,4,3,4,3,3,1.6,1,2
"163-93","1",23,1,3,2,2,4,5,3,3,3,3,3,3,2,1,1
"164-93","2",66,1,3,2,2,4,3,3,3,3,3,3,4,1.8,2,3
"166-93","2",49,1,4,3,3,4,5,1,1,3,3,3,1,2.8,1,1
"167-93","2",65,1,2,2,2,4,3,3,3,4,4,3,3,1.6,2,3
"168-93","2",53,1,1,2,1,4,3,1,4,4,4,4,4,1,2,3
"17-93","1",70,3,3,2,3,4,4,3,3,2,3,1,2,2.8,2,3
"170-93","2",59,3,2,2,1,3,3,3,3,3,3,3,3,2,2,3
"172-93","2",70,1,2,1,1,1,2,1,4,4,4,4,4,1,3,4
"173-93","2",36,1,2,1,1,1,2,1,4,4,4,4,4,1,3,4
"174-93","2",76,3,4,3,2,3,3,3,4,2,4,3,3,1.8,1,1
"175-93","2",41,1,2,2,2,3,3,1,4,4,4,4,4,1,2,3
"177-93","2",73,1,1,1,1,3,3,1,4,4,4,4,4,1,3,4
"178-93","2",50,1,2,2,1,3,4,1,4,4,4,3,3,1.4,2,3
"179-93","2",33,1,1,3,2,3,5,1,4,3,3,3,3,1.8,1,2
"18-93","2",58,1,1,2,1,1,3,3,3,3,3,3,3,2,3,4
"180-93","2",22,3,3,3,3,4,5,3,3,2,3,2,2,2.6,1,1
"182-93","2",74,3,3,2,1,4,3,1,3,2,2,4,4,2,2,3
"184-93","2",29,1,2,2,1,3,3,3,3,3,3,3,3,2,2,3
"185-93","2",41,3,3,2,3,3,3,3,3,2,3,4,3,2,2,3
"188-93","2",33,1,4,2,2,5,5,3,3,4,4,4,3,1.4,1,1
"189-93","2",56,1,1,2,1,2,3,1,4,4,3,3,4,1.4,3,4
"190-93","2",67,1,2,3,2,3,4,2,2,4,4,4,4,1.4,1,2
"192-93","1",60,3,3,2,2,2,3,3,3,3,3,3,3,2,2,3
"193-93","2",40,3,2,2,2,4,3,2,3,3,3,3,3,2,2,3
"194-93","1",50,1,2,1,1,3,4,1,3,4,4,3,3,1.6,3,2
"196-93","2",73,1,2,1,2,2,3,3,4,4,4,4,3,1.2,3,4
"198-93","2",44,1,2,1,2,3,3,3,3,3,4,2,3,2,3,4
"199-93","1",48,1,2,2,1,3,4,1,3,3,3,3,4,1.8,2,3
"2-93","2",61,3,2,1,2,2,2,1,3,4,4,4,4,1.2,3,4
"20-93","1",44,1,3,1,2,3,3,2,3,3,3,2,3,2.2,2,3
"202-93","1",59,3,4,3,3,4,4,3,4,2,3,2,3,2.2,1,1
"203-93","2",38,1,2,2,2,3,4,1,3,4,4,3,3,1.6,2,3
"204-93","1",47,1,2,2,2,3,3,3,3,3,3,3,3,2,2,3
"205-93","2",27,3,3,2,2,4,4,3,3,3,3,3,3,2,2,3
"206-93","2",45,3,3,3,2,3,3,1,3,2,3,2,3,2.4,1,1
"207-93","1",37,3,3,2,2,4,3,2,4,4,3,3,3,1.6,2,3
"208-93","2",53,2,2,1,1,4,4,3,3,3,4,3,4,1.6,3,2
"21-93","2",37,1,3,3,2,2,5,3,2,2,3,1,1,3.2,1,2
"210-93","2",65,3,2,1,2,2,2,1,3,3,3,3,3,2,3,4
"211-93","1",27,1,3,2,2,3,4,3,3,3,3,3,3,2,2,3
"213-93","2",44,1,3,2,1,3,3,1,3,3,4,3,3,1.8,2,3
"214-93","2",35,1,2,1,1,3,4,1,4,4,4,2,4,1.4,3,2
"215-93","2",26,3,4,3,2,2,5,3,3,3,3,3,3,2,1,1
"217-93","2",45,1,3,2,2,3,3,3,3,4,3,3,4,1.6,2,3
"218-93","2",32,1,2,2,2,4,3,3,3,3,3,3,4,1.8,2,3
"220-93","2",51,1,2,2,2,4,3,1,3,4,4,2,3,1.8,2,3
"222-93","2",39,1,3,2,2,3,3,3,3,4,4,2,3,1.8,2,3
"224-93","2",38,2,3,3,2,4,3,3,3,3,3,1,2,2.6,1,1
"225-93","1",76,1,2,2,1,4,3,3,4,4,3,3,3,1.6,2,3
"226-93","2",31,3,3,2,2,3,5,1,3,3,3,3,3,2,1,1
"227-93","1",69,1,3,2,1,2,3,3,4,2,3,3,3,2,2,3
"23-93","1",37,1,3,2,3,3,3,1,2,3,2,2,2,2.8,2,3
"230-93","2",64,1,2,2,1,3,4,3,4,3,4,2,3,1.8,2,3
"231-93","1",44,1,3,1,2,2,3,3,4,3,4,3,4,1.4,2,3
"232-93","1",35,1,3,2,2,2,3,1,4,4,4,4,3,1.2,2,3
"233-93","2",62,1,3,3,2,4,4,3,4,4,4,4,4,1,1,1
"234-93","2",80,1,3,3,1,2,3,3,4,3,3,4,3,1.6,1,1
"235-93","2",74,1,2,2,2,4,3,3,4,4,3,3,3,1.6,2,3
"236-93","2",36,2,3,2,2,2,3,3,4,3,4,2,4,1.6,2,3
"238-93","2",39,1,2,3,2,3,4,3,1,4,4,3,1,2.4,1,2
"239-93","2",43,1,2,1,1,3,3,3,3,4,4,3,3,1.6,3,4
"241-93","1",54,1,3,2,2,3,3,2,3,4,4,4,3,1.4,2,3
"242-93","2",59,1,3,2,1,3,4,1,1,4,2,2,2,2.8,2,3
"243-93","2",67,1,3,3,2,3,4,3,1,2,2,2,1,3.4,1,1
"244-93","1",78,3,3,2,3,4,4,3,2,2,1,1,2,3.4,2,3
"245-93","1",60,1,3,1,1,3,2,2,3,3,4,4,4,1.4,3,4
"246-93","1",78,3,2,1,2,3,3,1,4,3,4,3,4,1.4,3,4
"248-93","2",43,1,2,2,1,2,3,2,4,4,4,4,4,1,2,3
"251-93","2",82,2,2,2,2,3,2,3,2,3,3,2,3,2.4,3,4
"253-93","2",36,1,2,2,1,3,4,1,4,4,4,3,3,1.4,2,3
"255-93","2",63,3,3,2,2,3,3,3,3,2,2,3,3,2.4,2,3
"257-93","1",69,1,2,2,2,3,3,3,3,3,3,3,3,2,2,3
"258-93","2",70,3,3,2,2,3,3,3,3,2,3,3,3,2.2,2,3
"259-93","2",33,1,3,2,2,3,3,1,4,4,3,3,3,1.6,2,3
"26-93","1",65,1,2,1,1,2,2,3,4,4,4,3,4,1.2,3,4
"260-93","2",28,1,3,2,2,2,5,2,3,4,4,4,3,1.4,1,2
"261-93","2",57,3,3,2,2,3,3,3,3,2,4,3,3,2,2,3
"262-93","2",38,1,3,1,2,2,4,2,3,4,4,3,4,1.4,3,2
"263-93","2",53,3,4,2,3,4,3,2,4,2,3,3,3,2,2,3
"264-93","2",58,3,3,2,2,1,3,3,4,3,4,4,4,1.2,3,4
"265-93","1",31,1,1,1,1,1,2,1,4,4,3,3,4,1.4,3,4
"267-93","2",32,3,3,2,3,4,4,3,3,2,3,3,3,2.2,2,3
"268-93","1",75,2,4,3,2,3,3,1,3,3,3,3,3,2,1,1
"27-93","1",42,1,3,1,2,3,3,1,3,3,3,3,3,2,2,3
"270-93","1",30,1,2,2,1,2,1,2,3,3,3,3,3,2,3,4
"271-93","1",25,3,2,3,3,5,5,2,1,3,3,2,2,2.8,1,2
"272-93","2",20,3,4,2,3,3,3,3,3,3,3,2,2,2.4,2,3
"273-93","2",67,3,3,2,3,3,3,3,3,2,3,3,4,2,2,3
"274-93","2",58,1,3,1,2,3,4,1,4,4,4,4,4,1,2,2
"275-93","2",51,1,2,1,2,2,3,2,3,4,3,4,3,1.6,3,4
"277-93","2",62,3,3,3,3,3,3,3,4,1,3,2,3,2.4,1,1
"278-93","2",74,1,2,2,1,3,2,1,3,3,3,2,3,2.2,3,4
"279-93","1",24,3,3,2,3,4,4,3,3,4,3,1,3,2.2,2,3
"280-93","2",31,3,3,2,3,2,4,3,4,2,3,3,3,2,2,3
"281-93","1",65,1,3,1,2,3,3,2,3,4,3,3,3,1.8,2,3
"282-93","1",57,3,4,2,3,3,3,3,4,1,4,4,4,1.6,2,3
"283-93","1",53,1,2,3,1,4,3,1,4,4,4,4,3,1.2,1,2
"285-93","1",42,3,3,2,2,5,5,3,3,2,2,2,2,2.8,1,1
"286-93","2",52,1,3,1,1,4,3,2,4,4,4,2,4,1.4,2,3
"287-93","2",19,3,4,2,2,4,3,3,2,4,4,3,3,1.8,2,3
"289-93","2",40,1,2,2,2,3,3,3,3,3,3,3,3,2,2,3
"291-93","1",45,1,2,2,1,2,5,1,4,4,4,4,4,1,1,2
"292-93","1",60,1,2,2,1,4,3,2,3,3,3,3,3,2,2,3
"294-93","1",44,1,3,2,3,4,3,3,3,4,4,3,3,1.6,2,3
"295-93","2",26,2,2,2,2,3,3,1,3,4,3,3,3,1.8,2,3
"297-93","2",65,1,2,2,2,3,3,1,4,4,4,4,4,1,2,3
"3-93","2",68,3,4,2,2,4,4,2,4,4,3,2,3,1.8,1,1
"30-93","2",36,3,3,2,2,3,3,1,3,3,4,4,2,1.8,2,3
"300-93","1",18,3,3,2,2,3,3,3,3,2,3,3,3,2.2,2,3
"301-93","1",63,1,2,2,1,3,3,1,3,4,4,3,4,1.4,2,3
"302-93","1",50,1,1,1,2,3,3,3,3,3,3,3,3,2,3,4
"303-93","2",53,1,1,1,2,3,4,1,3,4,3,3,3,1.8,3,2
"305-93","2",19,3,3,3,3,4,4,3,2,2,2,2,2,3,1,1
"306-93","2",24,2,3,2,1,3,5,3,2,3,3,3,3,2.2,1,1
"307-93","1",25,3,4,2,2,3,4,3,3,3,3,2,2,2.4,2,1
"308-93","1",59,1,2,1,1,4,1,1,4,4,4,3,4,1.2,3,4
"309-93","1",78,1,1,2,2,2,3,3,4,4,4,4,4,1,3,4
"312-93","2",72,3,3,2,2,4,3,3,4,3,4,2,3,1.8,2,3
"313-93","2",39,1,1,1,2,2,3,3,1,1,2,3,1,3.4,3,4
"314-93","2",24,3,4,2,3,3,2,1,4,3,4,4,3,1.4,2,3
"316-93","2",73,3,3,3,3,3,4,3,4,2,4,2,4,1.8,1,1
"317-93","2",36,1,1,2,1,3,4,3,3,3,4,4,3,1.6,2,3
"318-93","2",66,1,3,3,2,3,3,3,4,4,4,3,4,1.2,1,1
"319-93","1",70,3,3,2,3,3,3,3,3,1,3,1,3,2.8,2,3
