"id_bu","sexo","edad","eval_gob_1","percepcion_2","percepcion_3","percepcion_4","percepcion_5","percepcion_6","democracia_21","confianza_6_d","confianza_6_i","confianza_6_k","confianza_6_o","confianza_6_p","confianza_i","clase_3","clase_4"
"665-93","2",37,3,2,2,3,4,5,3,3,3,3,4,3,1.8,1,2
"666-93","2",82,3,4,3,3,4,4,3,3,2,3,3,2,2.4,1,1
"667-93","1",45,1,2,1,1,3,3,3,3,4,4,3,3,1.6,3,4
"668-93","1",54,1,1,1,2,3,3,3,4,4,4,4,4,1,3,4
"669-93","1",24,1,2,1,2,3,4,1,3,4,3,3,3,1.8,3,2
"67-93","2",92,3,3,3,2,4,3,3,4,3,2,4,2,2,1,1
"671-93","1",35,2,3,3,2,3,4,3,1,3,1,1,2,3.4,1,1
"672-93","2",68,3,3,3,3,4,5,3,2,2,2,2,2,3,1,1
"673-93","1",43,3,4,3,3,4,3,3,4,2,4,2,3,2,1,1
"674-93","2",45,1,1,2,2,3,3,3,4,4,4,4,4,1,2,3
"676-93","1",40,1,1,1,1,1,2,1,4,3,4,3,3,1.6,3,4
"677-93","2",63,1,1,1,1,2,3,1,4,4,4,4,4,1,3,4
"678-93","1",44,1,1,2,1,3,3,1,4,4,4,3,4,1.2,2,3
"679-93","2",31,1,2,2,1,2,4,1,4,4,4,4,4,1,3,2
"68-93","2",49,2,2,1,2,2,4,3,4,4,4,4,3,1.2,3,2
"680-93","2",36,1,2,2,1,3,3,3,4,4,4,4,4,1,2,3
"681-93","2",25,1,3,2,2,4,3,2,2,4,4,3,3,1.8,2,3
"682-93","1",33,1,2,2,1,4,3,3,2,3,4,4,4,1.6,2,3
"683-93","2",75,1,2,1,2,3,3,3,3,3,3,3,4,1.8,3,4
"684-93","1",30,1,2,1,2,3,3,2,3,4,3,3,3,1.8,3,4
"685-93","1",32,1,1,2,1,4,3,1,3,3,2,3,3,2.2,2,3
"686-93","2",24,1,2,2,2,3,4,1,3,3,4,2,3,2,2,3
"687-93","2",60,1,3,3,1,4,4,1,3,3,3,3,3,2,1,1
"688-93","2",77,1,2,1,2,3,2,2,4,3,4,3,4,1.4,3,4
"689-93","1",25,1,3,1,1,3,4,2,4,3,4,4,3,1.4,2,2
"69-93","1",74,3,3,3,3,1,5,3,4,4,4,4,4,1,1,1
"690-93","2",35,1,2,2,1,3,4,3,4,4,4,3,4,1.2,2,3
"691-93","1",45,1,2,1,1,2,5,1,4,4,4,3,4,1.2,3,2
"692-93","2",62,1,2,1,1,2,4,1,4,4,4,3,4,1.2,3,2
"694-93","2",51,1,2,1,1,3,3,3,3,3,3,3,3,2,3,4
"695-93","1",26,1,1,2,1,3,4,1,3,4,3,2,3,2,2,3
"696-93","1",41,2,3,2,2,4,4,3,4,2,3,2,3,2.2,2,3
"697-93","1",65,1,2,2,1,4,3,1,4,1,4,3,4,1.8,2,3
"698-93","1",18,1,2,3,2,3,4,3,3,3,3,3,3,2,1,2
"699-93","2",42,1,3,2,2,3,3,3,3,4,4,3,3,1.6,2,3
"7-93","2",41,1,2,2,2,3,3,1,4,4,4,3,4,1.2,2,3
"70-93","1",65,3,3,2,2,4,3,2,2,2,2,2,2,3,2,3
"700-93","1",47,1,2,1,2,4,3,3,3,4,3,3,4,1.6,2,3
"701-93","2",68,1,3,2,2,3,4,1,3,3,3,3,3,2,2,3
"702-93","2",40,3,2,2,2,4,4,2,3,3,4,3,3,1.8,2,3
"704-93","2",65,1,2,1,1,1,4,1,4,4,4,4,4,1,3,4
"705-93","2",62,3,3,2,3,3,4,3,3,3,3,3,4,1.8,2,3
"706-93","2",54,1,2,2,2,2,4,2,4,4,4,4,4,1,3,2
"707-93","2",71,1,2,2,2,3,3,3,3,3,3,3,4,1.8,2,3
"708-93","1",67,1,1,1,1,3,3,2,3,4,3,4,3,1.6,3,4
"709-93","1",50,1,3,2,2,3,2,1,3,4,3,3,3,1.8,2,3
"71-93","2",32,1,2,2,1,1,4,2,3,3,3,3,3,2,3,2
"711-93","2",70,1,2,1,1,3,3,1,4,4,4,4,3,1.2,3,4
"712-93","2",43,1,3,2,1,4,3,3,4,3,4,4,3,1.4,2,3
"713-93","2",33,2,4,2,2,4,3,2,2,2,3,2,3,2.6,2,3
"714-93","2",66,1,5,1,1,3,3,1,3,4,3,3,3,1.8,3,4
"715-93","2",33,2,2,2,2,3,3,3,2,3,4,2,2,2.4,2,3
"716-93","1",32,3,4,3,3,4,3,3,2,2,4,2,2,2.6,1,1
"717-93","2",43,1,1,2,2,3,3,3,3,3,3,3,3,2,2,3
"718-93","1",60,1,2,3,2,4,4,3,3,3,4,3,3,1.8,1,2
"719-93","1",36,1,2,1,1,2,1,2,3,4,4,4,4,1.2,3,4
"72-93","2",40,1,4,2,2,3,5,1,3,3,4,3,1,2.2,1,1
"720-93","2",59,1,3,2,2,3,4,3,2,2,3,3,2,2.6,2,3
"721-93","1",71,2,3,2,2,3,3,3,3,3,3,2,3,2.2,2,3
"722-93","2",55,1,1,1,1,3,2,1,4,4,4,4,4,1,3,4
"723-93","1",22,3,4,2,3,3,3,3,3,2,3,2,2,2.6,2,3
"724-93","2",45,1,3,2,2,3,3,3,2,3,3,3,3,2.2,2,3
"726-93","2",38,1,1,2,1,3,4,1,3,3,3,3,3,2,2,3
"727-93","1",47,1,3,2,1,3,3,2,3,4,4,4,3,1.4,2,3
"728-93","2",43,3,4,3,3,3,5,3,2,2,3,2,2,2.8,1,1
"729-93","2",80,3,2,1,2,3,2,3,4,3,4,4,4,1.2,3,4
"73-93","1",53,1,1,1,2,2,3,1,4,4,4,4,4,1,3,4
"730-93","1",52,2,3,2,2,3,4,3,3,3,3,3,1,2.4,2,3
"731-93","2",29,1,3,2,2,4,3,2,3,3,3,3,3,2,2,3
"732-93","2",68,1,4,1,1,3,3,2,4,4,4,4,4,1,2,3
"733-93","2",61,3,3,3,3,3,4,1,3,1,3,3,3,2.4,1,1
"735-93","1",34,1,2,2,2,3,3,3,2,3,4,4,3,1.8,2,3
"736-93","1",34,1,1,2,2,3,3,2,4,4,3,3,3,1.6,2,3
"737-93","1",36,3,4,2,3,4,4,3,3,2,2,2,3,2.6,1,1
"738-93","1",32,1,1,3,2,3,3,1,3,4,4,3,3,1.6,3,2
"739-93","2",87,3,3,3,2,5,4,2,3,4,3,3,3,1.8,1,1
"74-93","1",25,3,3,3,3,3,4,2,3,2,3,2,3,2.4,1,1
"740-93","1",70,1,2,2,2,3,3,2,4,4,4,4,4,1,2,3
"741-93","2",57,1,3,2,2,2,3,3,3,3,3,3,2,2.2,2,3
"742-93","2",26,1,4,3,2,4,3,2,4,3,3,2,2,2.2,1,1
"743-93","2",40,1,2,1,2,3,3,1,4,4,4,4,4,1,3,4
"744-93","2",53,1,1,1,1,1,2,2,3,4,4,4,3,1.4,3,4
"746-93","1",71,3,3,3,3,3,3,1,2,3,4,2,4,2,1,1
"747-93","1",76,1,3,2,2,4,3,2,3,3,4,2,3,2,2,3
"748-93","2",63,1,2,2,1,4,3,2,4,4,4,3,3,1.4,2,3
"749-93","2",51,1,3,3,2,2,4,3,2,3,3,3,3,2.2,1,2
"75-93","2",83,1,1,1,2,3,3,1,4,4,4,4,3,1.2,3,4
"750-93","2",29,1,1,2,1,4,3,2,3,4,4,4,3,1.4,2,3
"751-93","2",60,2,3,2,2,4,3,3,4,4,4,3,3,1.4,2,3
"752-93","2",27,1,3,2,2,5,4,1,4,4,4,3,4,1.2,1,1
"753-93","2",57,1,1,1,1,1,2,3,4,4,4,4,4,1,3,4
"754-93","2",20,1,4,2,2,4,3,3,3,4,2,2,2,2.4,2,3
"755-93","1",43,1,3,2,2,4,2,3,3,3,3,3,2,2.2,2,3
"756-93","2",63,1,2,3,2,2,3,2,4,2,3,3,3,2,1,2
"757-93","2",61,3,2,3,3,3,4,2,4,4,4,2,3,1.6,1,2
"758-93","1",30,3,4,2,2,4,3,2,2,2,2,2,3,2.8,2,3
"759-93","1",26,1,4,3,1,5,5,3,4,4,4,3,3,1.4,1,1
"76-93","2",80,1,3,2,2,2,3,1,4,4,4,4,4,1,2,3
"760-93","1",32,1,2,3,2,3,4,1,3,4,4,3,3,1.6,1,2
"761-93","2",33,2,3,3,3,4,5,3,3,3,3,3,2,2.2,1,1
"762-93","2",41,2,3,2,2,4,5,3,2,3,4,2,2,2.4,1,1
"764-93","1",39,3,2,2,2,3,4,1,4,4,4,4,4,1,2,3
"769-93","2",44,1,3,2,2,3,3,3,3,4,3,3,4,1.6,2,3
"77-93","2",35,3,3,3,3,4,5,3,2,3,3,4,4,1.8,1,1
"770-93","2",40,1,2,1,2,3,5,1,4,4,4,4,4,1,3,2
"771-93","2",20,1,1,2,2,3,3,1,3,4,3,4,4,1.4,2,3
"773-93","2",27,2,3,2,2,3,3,1,2,2,3,2,2,2.8,2,3
"774-93","2",35,1,2,2,1,3,3,1,3,4,4,3,3,1.6,2,3
"775-93","1",67,1,1,1,1,3,3,2,4,4,4,4,4,1,3,4
"776-93","2",32,3,3,2,1,4,5,1,3,3,3,3,2,2.2,1,1
"778-93","2",45,2,3,2,2,4,3,1,3,3,3,3,2,2.2,2,3
"779-93","2",38,1,2,2,2,3,3,2,2,3,3,2,3,2.4,2,3
"78-93","1",44,1,1,3,1,4,3,3,3,3,3,3,3,2,1,2
"780-93","1",23,3,3,3,3,3,4,3,3,3,3,3,2,2.2,1,1
"781-93","2",33,3,2,3,2,4,5,3,3,2,4,3,4,1.8,1,2
"782-93","2",23,1,3,2,2,3,4,1,2,4,4,2,4,1.8,2,3
"783-93","1",20,1,3,2,2,3,4,1,3,2,3,2,3,2.4,2,3
"784-93","2",39,1,3,2,2,3,3,1,4,4,3,3,3,1.6,2,3
"785-93","2",48,3,4,2,3,4,4,3,2,2,3,2,2,2.8,1,1
"786-93","1",68,3,3,3,2,4,3,3,3,3,4,4,4,1.4,1,1
"787-93","2",59,2,2,1,1,3,4,2,4,4,3,4,4,1.2,3,2
"788-93","2",51,3,3,2,2,4,5,3,3,4,3,1,1,2.6,1,1
"789-93","1",32,3,5,3,2,3,3,3,3,3,3,3,3,2,1,1
"790-93","2",38,1,3,2,2,4,3,3,3,4,4,4,3,1.4,2,3
"791-93","2",45,1,3,2,1,3,3,3,4,4,4,3,4,1.2,2,3
"793-93","2",25,3,3,2,2,3,4,3,3,3,3,3,3,2,2,3
"794-93","1",20,1,2,3,1,4,5,3,2,3,2,2,2,2.8,1,2
"795-93","2",43,3,3,2,2,3,3,3,3,3,4,3,4,1.6,2,3
"796-93","2",41,1,2,3,1,3,3,3,4,4,4,4,3,1.2,1,3
"797-93","1",41,1,3,2,2,3,3,2,3,3,3,3,3,2,2,3
"798-93","1",62,3,4,3,3,4,5,2,4,2,4,3,4,1.6,1,1
"799-93","2",23,1,2,2,2,4,5,3,2,4,3,2,2,2.4,1,2
"8-93","1",33,1,3,2,2,4,3,3,2,3,3,3,3,2.2,2,3
"800-93","1",73,1,3,2,2,4,3,3,3,3,4,3,2,2,2,3
"801-93","2",48,1,3,2,2,3,3,3,2,2,4,2,4,2.2,2,3
"803-93","2",63,2,2,2,2,3,3,3,4,3,4,3,3,1.6,2,3
"805-93","1",47,1,1,1,2,3,3,1,4,3,4,2,3,1.8,3,4
"806-93","2",62,1,3,3,2,3,4,1,4,4,4,4,3,1.2,1,1
"807-93","2",62,1,3,3,3,4,4,1,1,3,3,2,3,2.6,1,1
"808-93","2",44,1,3,1,1,3,3,2,3,4,4,3,4,1.4,2,3
"809-93","2",58,1,4,2,2,4,4,3,4,3,3,3,3,1.8,1,1
"81-93","1",37,1,2,2,1,4,3,3,2,4,3,3,2,2.2,2,3
"810-93","1",71,1,4,3,2,2,3,3,3,4,3,3,3,1.8,1,1
"811-93","2",40,1,1,2,1,2,3,1,3,3,3,3,3,2,3,4
"812-93","2",37,1,5,2,2,4,1,3,3,2,4,3,3,2,1,1
"813-93","2",58,3,2,3,1,3,4,1,4,3,4,4,4,1.2,1,2
"814-93","2",63,1,2,1,2,2,4,1,3,3,3,4,2,2,3,2
"815-93","2",30,1,3,2,1,3,3,1,3,4,3,3,4,1.6,2,3
"816-93","2",38,1,1,2,1,4,4,3,3,4,4,3,3,1.6,2,3
"817-93","1",49,1,1,2,2,3,3,1,3,4,4,3,3,1.6,2,3
"818-93","2",63,1,1,2,2,2,3,1,3,4,4,3,4,1.4,3,4
"819-93","2",44,1,1,1,1,3,3,2,4,4,4,4,4,1,3,4
"82-93","2",83,1,2,2,2,3,3,3,4,4,3,3,1,2,2,3
"820-93","2",38,1,2,2,1,2,2,1,3,3,3,3,3,2,3,4
"821-93","2",26,2,3,3,2,3,4,3,4,2,4,3,3,1.8,1,1
"823-93","2",60,1,1,1,1,2,3,2,3,4,4,4,3,1.4,3,4
"824-93","2",78,1,3,3,3,4,3,3,3,3,4,3,3,1.8,1,1
"825-93","1",38,1,2,1,1,3,2,2,3,3,4,4,3,1.6,3,4
"826-93","2",53,2,3,3,2,3,3,3,3,3,3,3,3,2,1,1
"827-93","2",26,3,3,3,2,4,5,2,3,2,3,3,3,2.2,1,1
"828-93","1",34,1,2,1,1,3,2,2,3,4,4,3,3,1.6,3,4
"829-93","2",68,1,2,1,1,3,3,3,4,4,4,3,4,1.2,3,4
"83-93","1",37,1,1,2,2,3,3,1,3,4,4,3,3,1.6,2,3
"830-93","2",34,2,3,2,2,4,4,3,3,4,4,3,4,1.4,2,3
"831-93","1",41,1,3,1,2,4,3,2,3,4,4,3,3,1.6,2,3
"832-93","1",37,1,3,2,1,3,5,3,3,3,4,3,3,1.8,1,1
"833-93","2",28,3,3,2,2,3,3,3,3,2,3,2,2,2.6,2,3
"834-93","2",28,3,3,2,2,4,3,3,3,2,3,2,3,2.4,2,3
"835-93","2",65,1,3,2,2,3,3,1,3,3,4,3,3,1.8,2,3
"836-93","2",46,1,2,1,1,1,3,1,4,4,4,4,3,1.2,3,4
"837-93","2",48,1,2,1,2,3,3,3,3,3,3,2,3,2.2,3,4
"838-93","2",39,1,1,1,1,3,3,3,4,4,4,3,3,1.4,3,4
"839-93","1",65,1,2,2,1,1,3,1,4,4,4,3,4,1.2,3,4
"84-93","2",61,1,2,1,2,3,4,3,4,4,4,4,4,1,3,2
"840-93","2",63,3,4,3,1,4,5,2,4,1,1,3,4,2.4,1,1
"841-93","1",66,1,2,1,1,4,3,3,4,4,4,3,3,1.4,2,3
"842-93","1",75,1,3,2,2,4,3,1,4,3,3,4,4,1.4,2,3
"843-93","2",56,1,2,1,1,3,3,1,3,4,4,3,3,1.6,3,4
"844-93","2",42,2,3,2,2,4,4,1,3,3,3,3,3,2,2,3
"846-93","1",55,3,3,2,1,5,3,3,2,2,3,3,3,2.4,1,1
"847-93","2",52,1,2,2,2,2,3,1,4,3,4,4,4,1.2,2,3
"848-93","1",32,1,2,2,1,2,4,3,3,3,3,3,3,2,3,2
"849-93","2",47,1,1,1,1,3,3,2,4,4,4,4,4,1,3,4
"85-93","2",34,1,3,2,3,4,5,1,4,4,4,3,4,1.2,1,1
"850-93","2",60,3,4,2,2,4,3,3,4,1,4,4,4,1.6,2,3
"851-93","1",87,1,3,1,1,3,2,2,4,4,3,1,4,1.8,3,4
"852-93","2",49,1,3,2,2,4,3,1,4,4,4,4,3,1.2,2,3
"853-93","1",71,1,3,2,2,4,3,1,3,3,3,1,3,2.4,2,3
"854-93","2",76,1,2,1,2,3,2,1,4,4,4,4,4,1,3,4
"855-93","2",84,2,3,3,2,3,5,3,3,1,4,3,3,2.2,1,1
"857-93","2",70,1,2,2,1,3,3,2,3,4,3,3,3,1.8,2,3
"858-93","1",36,1,2,2,2,4,3,3,3,4,4,3,3,1.6,2,3
"859-93","1",80,2,2,2,2,2,2,1,3,3,2,2,3,2.4,3,4
"86-93","1",54,1,3,1,1,2,3,2,3,4,4,3,3,1.6,2,3
"860-93","1",60,3,3,2,3,3,3,3,3,2,3,3,3,2.2,2,3
"861-93","2",43,3,3,2,3,3,3,3,3,2,3,3,3,2.2,2,3
"863-93","1",43,1,1,3,2,2,4,1,4,4,4,2,4,1.4,1,2
"864-93","2",70,1,2,2,2,2,3,1,3,3,3,3,3,2,2,3
"865-93","1",50,1,2,2,2,4,3,1,3,4,3,3,3,1.8,2,3
"868-93","1",29,1,2,1,1,2,2,2,3,4,4,3,4,1.4,3,4
"869-93","2",30,1,1,1,2,3,5,1,4,4,4,1,4,1.6,3,2
"87-93","2",43,1,3,1,1,3,3,1,4,4,4,4,4,1,2,3
"870-93","1",55,1,1,3,2,3,4,3,3,3,3,3,3,2,1,2
"871-93","1",50,1,2,1,1,4,5,3,3,3,4,2,3,2,1,2
"872-93","2",69,1,2,2,2,4,3,3,2,3,3,2,3,2.4,2,3
"873-93","2",37,3,4,3,2,2,4,3,3,3,4,3,3,1.8,1,1
"875-93","2",34,3,3,2,3,3,4,3,2,3,3,2,2,2.6,2,3
"876-93","1",49,1,3,1,2,4,3,1,4,4,4,3,3,1.4,2,3
"878-93","1",25,1,2,1,1,4,4,2,3,4,4,3,3,1.6,3,2
"88-93","1",72,1,3,1,2,2,4,3,4,4,4,4,3,1.2,3,2
"880-93","1",29,3,3,2,2,4,5,3,4,2,3,3,4,1.8,1,1
"881-93","2",62,1,3,2,2,4,3,1,3,4,4,3,3,1.6,2,3
"883-93","1",42,1,2,1,1,3,4,1,4,4,4,2,4,1.4,3,2
"885-93","1",50,1,3,2,2,3,3,1,4,3,3,3,3,1.8,2,3
"886-93","1",68,1,2,1,1,4,4,3,3,4,4,2,2,2,3,2
"887-93","2",55,3,1,2,2,2,4,3,4,2,3,3,3,2,3,2
"888-93","2",62,3,4,2,3,2,5,3,4,2,4,3,3,1.8,1,1
"89-93","2",74,3,2,2,2,4,3,3,3,1,3,3,4,2.2,2,3
"890-93","2",41,1,2,2,2,2,3,2,3,4,4,3,3,1.6,2,3
"891-93","1",38,1,1,1,1,2,3,2,3,3,3,4,4,1.6,3,4
"892-93","1",32,1,2,1,2,3,3,2,2,3,4,3,3,2,3,4
"893-93","2",44,1,2,3,1,2,4,3,3,3,2,2,2,2.6,1,2
"894-93","2",59,3,3,2,2,3,3,1,4,3,3,3,3,1.8,2,3
"895-93","1",48,3,3,1,2,4,4,2,4,3,4,3,3,1.6,2,2
"896-93","2",37,1,3,1,1,3,4,2,3,4,4,3,3,1.6,2,2
"897-93","1",29,3,3,2,2,3,2,3,2,3,3,3,3,2.2,2,3
"898-93","2",59,1,1,1,1,2,2,3,4,3,4,3,4,1.4,3,4
"899-93","1",86,3,3,2,2,3,4,3,3,1,3,3,1,2.8,2,3
"900-93","2",65,1,1,1,1,2,2,2,2,4,2,2,4,2.2,3,4
"901-93","2",44,1,3,1,2,3,4,1,3,3,4,2,3,2,2,2
"902-93","2",65,1,2,3,2,4,4,1,3,4,3,4,4,1.4,1,2
"903-93","2",30,3,3,2,3,1,4,3,2,3,3,3,2,2.4,1,1
"904-93","2",65,3,4,3,3,2,2,3,4,1,4,4,4,1.6,1,1
"905-93","1",52,1,2,1,1,3,2,1,4,4,4,4,4,1,3,4
"906-93","2",73,1,2,2,1,1,2,1,3,4,4,3,3,1.6,3,4
"907-93","1",46,2,2,1,2,3,3,2,3,3,3,3,3,2,3,4
"909-93","2",51,1,5,2,1,4,2,1,4,4,4,4,4,1,1,1
"91-93","1",68,1,2,1,2,3,3,2,4,4,4,4,4,1,3,4
"911-93","1",51,1,3,2,2,2,3,2,3,3,4,3,3,1.8,2,3
"912-93","2",27,1,3,2,2,3,3,1,4,4,4,3,4,1.2,2,3
"913-93","2",32,1,2,1,2,2,5,3,3,4,4,3,4,1.4,3,2
"914-93","1",29,3,3,2,3,4,5,2,4,4,4,3,4,1.2,1,1
"915-93","2",83,1,3,2,1,3,3,3,2,3,4,2,2,2.4,2,3
"916-93","2",58,1,2,2,1,3,3,3,3,4,3,2,3,2,2,3
"917-93","2",60,1,2,2,2,3,3,3,3,3,3,2,3,2.2,2,3
"918-93","1",85,3,3,2,3,3,3,3,1,1,2,1,1,3.8,2,3
"919-93","2",80,1,2,3,2,3,5,2,2,4,2,2,3,2.4,1,2
"92-93","2",35,2,2,1,2,4,4,1,3,3,2,3,4,2,3,2
"920-93","1",64,1,2,2,1,3,2,3,3,4,4,3,3,1.6,3,4
"921-93","1",33,1,1,2,2,3,3,3,1,3,3,3,2,2.6,2,3
"922-93","1",67,3,4,2,3,3,3,3,4,1,4,3,4,1.8,2,3
"924-93","1",73,1,1,2,1,1,3,3,4,4,3,3,3,1.6,3,4
"925-93","2",35,1,3,2,1,4,3,1,3,4,4,4,3,1.4,2,3
"926-93","1",30,3,4,2,2,4,4,2,3,2,3,1,2,2.8,1,1
"927-93","1",86,3,3,3,3,4,4,3,2,1,2,2,2,3.2,1,1
"928-93","2",47,1,2,2,1,3,4,2,3,3,3,4,3,1.8,2,3
"929-93","1",53,1,3,2,2,3,3,3,3,4,3,3,3,1.8,2,3
"93-93","1",72,1,3,3,1,3,4,2,4,4,4,3,4,1.2,1,1
"930-93","1",22,2,3,2,2,3,3,1,3,3,3,2,3,2.2,2,3
"931-93","2",56,3,2,1,2,2,4,3,3,3,3,3,3,2,3,2
"932-93","1",73,1,3,2,1,2,3,1,4,4,4,4,4,1,2,3
"933-93","1",33,3,4,2,2,3,3,3,3,2,3,3,2,2.4,2,3
"934-93","1",81,1,2,2,1,3,3,2,4,4,4,3,3,1.4,2,3
"936-93","1",50,3,4,3,3,4,3,3,3,3,3,2,2,2.4,1,1
"938-93","2",93,1,3,2,2,3,3,3,3,3,3,3,4,1.8,2,3
"94-93","2",54,3,3,3,3,3,4,3,3,1,3,1,3,2.8,1,1
"941-93","2",52,3,2,1,1,4,3,1,3,2,2,3,4,2.2,2,3
"943-93","1",30,3,3,3,3,3,5,3,1,1,2,1,2,3.6,1,1
"944-93","1",57,1,2,2,2,3,3,3,4,4,4,1,4,1.6,2,3
"946-93","2",49,1,3,2,1,2,2,2,1,4,4,4,4,1.6,3,4
"947-93","2",40,1,2,2,1,3,3,1,3,3,2,3,4,2,2,3
"95-93","1",33,1,3,2,2,3,4,3,4,4,4,4,4,1,2,3
"951-93","2",32,1,2,2,2,3,3,1,4,4,4,3,4,1.2,2,3
"953-93","2",60,1,2,2,2,4,3,3,3,4,3,3,3,1.8,2,3
"954-93","2",62,1,2,2,1,4,3,1,3,4,4,3,4,1.4,2,3
"955-93","1",48,1,2,2,2,4,5,1,4,3,3,3,2,2,1,2
"956-93","2",48,1,2,1,1,2,2,1,4,3,3,3,3,1.8,3,4
"958-93","2",25,1,3,2,2,3,3,1,1,3,3,2,2,2.8,2,3
"959-93","2",76,1,2,1,2,1,2,2,4,4,4,4,4,1,3,4
"960-93","2",66,1,1,1,2,3,4,1,3,3,2,1,1,3,3,2
"961-93","1",28,1,2,1,2,4,5,1,3,4,4,3,3,1.6,1,2
"962-93","2",58,3,4,3,3,4,4,3,4,2,4,4,4,1.4,1,1
"963-93","2",73,1,1,1,2,1,4,3,4,3,4,3,4,1.4,3,4
"964-93","2",30,1,3,3,1,2,4,1,3,3,4,4,3,1.6,1,2
"965-93","2",55,3,4,2,2,4,3,3,3,2,3,3,3,2.2,2,3
"966-93","2",56,3,2,2,2,4,3,3,3,3,3,3,3,2,2,3
"97-93","1",63,2,2,1,2,5,3,2,4,3,3,3,4,1.6,1,2
"970-93","2",65,1,1,1,1,4,3,2,4,3,3,3,2,2,3,4
"971-93","2",23,1,2,1,2,3,4,3,2,4,3,3,4,1.8,3,2
"972-93","1",43,2,3,2,2,4,4,2,3,4,3,3,3,1.8,2,3
"973-93","2",41,1,2,2,2,3,2,1,3,4,4,3,4,1.4,3,4
"974-93","2",41,1,1,1,1,3,3,1,4,4,4,4,4,1,3,4
"976-93","2",32,1,3,1,2,3,4,3,4,4,4,3,4,1.2,2,2
"977-93","2",53,3,3,1,2,3,3,1,4,4,4,4,4,1,2,3
"978-93","2",39,3,3,1,2,3,3,3,3,2,3,3,3,2.2,2,3
"979-93","2",33,1,3,1,2,3,3,3,3,3,3,3,3,2,2,3
"98-93","2",54,3,2,2,1,2,3,3,3,3,3,4,4,1.6,2,3
"980-93","2",52,1,2,2,2,4,3,3,3,3,4,3,3,1.8,2,3
"981-93","2",30,1,2,2,1,3,5,1,3,3,4,3,3,1.8,1,2
"982-93","2",72,1,2,1,2,4,4,1,4,4,4,4,4,1,3,2
"984-93","1",47,1,3,3,2,4,3,3,4,3,3,1,2,2.4,1,1
"985-93","1",74,3,3,1,3,3,2,3,3,2,4,4,4,1.6,3,4
"987-93","2",54,1,3,1,1,1,2,1,3,3,4,3,3,1.8,3,4
"988-93","2",52,2,3,1,2,4,3,1,1,3,3,3,4,2.2,2,3
"990-93","2",24,1,2,2,2,4,2,2,4,3,4,3,4,1.4,3,4
"991-93","2",41,1,2,2,2,3,3,2,3,3,4,3,2,2,2,3
"992-93","2",52,3,3,3,3,3,4,2,4,4,4,4,4,1,1,1
"993-93","1",27,1,3,2,2,4,3,2,4,4,2,2,2,2.2,2,3
"995-93","2",64,2,3,2,2,5,4,2,3,3,3,2,3,2.2,1,1
"996-93","2",21,3,4,2,3,5,5,3,3,2,3,2,3,2.4,1,1
"997-93","1",49,1,3,2,3,3,3,1,3,3,3,3,3,2,2,3
"998-93","2",62,1,1,1,1,3,2,1,3,4,4,4,4,1.2,3,4
